,,Concentration (µg éq.STX diHCl/kg fraction),,,,,,,,,,,,,,,,,,,,,,,
Sample Name,,Masse éch extrait (g),Volume total d'extract° (mL),C1,C2,C3,C4,GTX1,GTX4,GTX2,GTX3,dc-GTX2,dc-GTX3,GTX5,GTX6,Néo STX,dc-STX,STX,dc-Neo,doSTX,,SUM (µg éq.STX diHCl/kg fraction),Poids animal (g),Sex,Nb mussel consummed
339_Spider crab Muscle leg t=72h expo 7,Muscle,0.505762119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
344_Spider crab Muscle leg t=72h expo 8,Muscle,0.499832993,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
349_Spider crab Muscle leg t=24h depu 9,Muscle,0.499195956,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
354_Spider crab Muscle leg t=24h depu 10,Muscle,0.501324959,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
360_Spider crab Muscle leg t=24h depu 11,Muscle,0.532757266,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
366_Spider crab Muscle leg t=24h depu 12,Muscle,0.49988848,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
371_Spider crab Muscle leg t=72h depu 13,Muscle,0.496507027,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
376_Spider crab Muscle leg t=72h depu 14,Muscle,0.506974513,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
382_Spider crab Muscle leg t=72h depu 15,Muscle,0.499982376,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
388_Spider crab Muscle leg t=72h depu 16,Muscle,0.500168072,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
304_Spider crab Mussel conta Whole Control +,Mussel,0.503389663,4,8.726063011,38.24529085,0,0,0,0,99.45063785,267.0294988,16.98294269,14.48853769,0,42.85070505,0,0,0,0,,,487.773676,,,
